,Borough,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue_Latitude,Venue_Longitude,Venue_Category
218,Central Delhi,Paharganj,28.6414989,77.2140607,Tadka,28.640501116044682,77.21320775083299,Indian Restaurant
219,Central Delhi,Paharganj,28.6414989,77.2140607,The Drunkyard Cafe,28.641451,77.215506,Tibetan Restaurant
220,Central Delhi,Paharganj,28.6414989,77.2140607,Hotel Aman International,28.64151470891798,77.21614825053108,Hotel
221,Central Delhi,Paharganj,28.6414989,77.2140607,쉼터,28.64149453220881,77.21315160796688,Korean Restaurant
222,Central Delhi,Paharganj,28.6414989,77.2140607,Sita Ram Diwan Chand Chole Bhature,28.642323765033268,77.2104165521629,Food
223,Central Delhi,Paharganj,28.6414989,77.2140607,Krishna rooftop cafe,28.641079863493733,77.21366067491157,Indian Chinese Restaurant
224,Central Delhi,Paharganj,28.6414989,77.2140607,The exotic roof top Restaurant,28.641039172929673,77.2136341282525,Indian Restaurant
225,Central Delhi,Paharganj,28.6414989,77.2140607,My Bar,28.64071598696563,77.21068311768227,Bar
226,Central Delhi,Paharganj,28.6414989,77.2140607,Appetite German bakery,28.640857250087922,77.21175850056954,Snack Place
227,Central Delhi,Paharganj,28.6414989,77.2140607,Jyoti Mahal Guest House Hotel New Delhi,28.6419489302734,77.21182101423967,Hotel
228,Central Delhi,Paharganj,28.6414989,77.2140607,McDonald's,28.64493401837252,77.21398813391185,Fast Food Restaurant
229,Central Delhi,Paharganj,28.6414989,77.2140607,Sam's Cafe,28.64110245283158,77.21266027981824,Café
230,Central Delhi,Paharganj,28.6414989,77.2140607,Malahotra Restaurant,28.641051838211972,77.21033320184107,Indian Restaurant
231,Central Delhi,Paharganj,28.6414989,77.2140607,Metropolis Hotel / Tourist Home,28.64070258750328,77.21065447108282,Breakfast Spot
232,Central Delhi,Paharganj,28.6414989,77.2140607,Brown Bread Bakery,28.640883493288246,77.21228700446335,Bakery
233,Central Delhi,Paharganj,28.6414989,77.2140607,Hotel City Star,28.64466061517661,77.21487207885538,Hotel
234,Central Delhi,Paharganj,28.6414989,77.2140607,Vivek Hotel New Delhi,28.64112120405789,77.21265763730432,Hotel
235,Central Delhi,Paharganj,28.6414989,77.2140607,Hotel Hari Piorko,28.641100947236374,77.2141135891901,Hotel
236,Central Delhi,Paharganj,28.6414989,77.2140607,Hotel Le Roi | New Delhi,28.64428439239109,77.21061733130924,Hotel
237,Central Delhi,Paharganj,28.6414989,77.2140607,Café Nirvana,28.641333522569326,77.21468332222602,Café
238,Central Delhi,Paharganj,28.6414989,77.2140607,"Subway, Paharganj",28.64078003057344,77.2107935835259,Sandwich Place
239,Central Delhi,Paharganj,28.6414989,77.2140607,Café Festa,28.64101653509604,77.21030160576831,Indian Restaurant
240,Central Delhi,Paharganj,28.6414989,77.2140607,natraj yes please,28.640664221000048,77.20944050542066,Hotel
241,Central Delhi,Paharganj,28.6414989,77.2140607,Main Bazaar,28.641255467630547,77.21380286357513,Road
242,Central Delhi,Paharganj,28.6414989,77.2140607,KFC,28.641804550179593,77.21909137541454,Fast Food Restaurant
243,Central Delhi,Paharganj,28.6414989,77.2140607,Shelton hotel,28.641061433016365,77.2131696538769,Hotel
244,Central Delhi,Paharganj,28.6414989,77.2140607,New King Hotel,28.640656,77.212891,Hotel
245,Central Delhi,Paharganj,28.6414989,77.2140607,Cottage Yes Please,28.641060546574657,77.21037510655337,Hotel
246,New Delhi,Barakhamba Road,28.6273988,77.2288941,Bengali Market | बंगाली मार्केट | বাংলা বাজার,28.62949840530067,77.23202048881043,Indian Restaurant
247,New Delhi,Barakhamba Road,28.6273988,77.2288941,Triveni Kala Sangam | त्रिवेणी कला संगम,28.62727810676408,77.23213690281561,Arcade
248,New Delhi,Barakhamba Road,28.6273988,77.2288941,Triveni Terrace Cafe,28.62729512040755,77.23267677755523,Café
249,New Delhi,Barakhamba Road,28.6273988,77.2288941,Sriram Centre For Art And Culture | श्रीराम कला एवं संस्कृति सेंटर,28.627068680383946,77.23303854947768,Art Gallery
250,New Delhi,Barakhamba Road,28.6273988,77.2288941,Nathu's Pastry Shop,28.629421564674175,77.23217362373761,Bakery
251,New Delhi,Barakhamba Road,28.6273988,77.2288941,Lalit Kala Akademi,28.62472069130262,77.23147522319114,Art Gallery
252,New Delhi,Barakhamba Road,28.6273988,77.2288941,The Lalit Hotel,28.631110184579857,77.22744966490554,Hotel
253,New Delhi,Barakhamba Road,28.6273988,77.2288941,Ugrasen ki Baoli (Agrasen ki Baoli),28.625819967837163,77.22495513815623,Historic Site
254,New Delhi,Barakhamba Road,28.6273988,77.2288941,Shri Ram Centre for Performing Arts,28.62706838557234,77.2332911495828,Theater
255,New Delhi,Barakhamba Road,28.6273988,77.2288941,Ficci Auditorium | फिक्की सभागार,28.626423086414924,77.23138460655473,Theater
256,New Delhi,Barakhamba Road,28.6273988,77.2288941,Bengali Sweet House,28.629489324307045,77.23203349372616,Indian Restaurant
257,New Delhi,Barakhamba Road,28.6273988,77.2288941,Kitty Su,28.630956869667365,77.22741977281687,Nightclub
258,New Delhi,Barakhamba Road,28.6273988,77.2288941,Nathu sweets,28.62958155884441,77.23201526567841,Bakery
259,New Delhi,Barakhamba Road,28.6273988,77.2288941,24/7 Bar @ The Lalit Hotel,28.628188969759734,77.22976684570312,Hotel Bar
260,New Delhi,Barakhamba Road,28.6273988,77.2288941,Costa Coffee,28.629173,77.2322,Café
261,New Delhi,Barakhamba Road,28.6273988,77.2288941,The LaLit Hotel Swimming Pool,28.631203,77.227628,Pool
262,New Delhi,Barakhamba Road,28.6273988,77.2288941,Rejuve SPA In The Lalit,28.631601595046536,77.22774224172879,Spa
263,New Delhi,Chanakyapuri,28.5946775,77.1885212,Contemporary Arts Week- 3 & 4 October 2015,28.593512646750685,77.19250607082742,Performing Arts Venue
264,New Delhi,Chanakyapuri,28.5946775,77.1885212,Running Trail @ Nehru Garden,28.592299233676574,77.19252647295062,Trail
265,New Delhi,Connaught Place,28.6313827,77.2197924,Connaught Place | कनॉट प्लेस (Connaught Place),28.6327309443951,77.22001768275413,Plaza
266,New Delhi,Connaught Place,28.6313827,77.2197924,Fabindia,28.63201193420627,77.21772910740421,Clothing Store
267,New Delhi,Connaught Place,28.6313827,77.2197924,Starbucks,28.632010831148985,77.21773135560126,Coffee Shop
268,New Delhi,Connaught Place,28.6313827,77.2197924,Chaayos,28.631628538643216,77.22036426182864,Café
269,New Delhi,Connaught Place,28.6313827,77.2197924,Wenger's,28.633411895746676,77.21829192902194,Bakery
270,New Delhi,Connaught Place,28.6313827,77.2197924,Rajdhani Thali,28.62999946326596,77.2204011327264,Indian Restaurant
271,New Delhi,Connaught Place,28.6313827,77.2197924,Farzi Cafe,28.632580798842707,77.22112484247755,Molecular Gastronomy Restaurant
272,New Delhi,Connaught Place,28.6313827,77.2197924,Johnny Rockets,28.630457,77.219594,Bistro
273,New Delhi,Connaught Place,28.6313827,77.2197924,United Coffee House,28.63247672337289,77.2211199789975,Indian Restaurant
274,New Delhi,Connaught Place,28.6313827,77.2197924,Nando's,28.630946673402416,77.21972076414269,Portuguese Restaurant
275,New Delhi,Connaught Place,28.6313827,77.2197924,Khan Chacha | खान चाचा | خان چاچا,28.634202294199614,77.22077980678422,Indian Restaurant
276,New Delhi,Connaught Place,28.6313827,77.2197924,Warehouse Cafe,28.633775293123456,77.22101540430111,Lounge
277,New Delhi,Connaught Place,28.6313827,77.2197924,Naturals Ice Cream,28.634455305513185,77.22213885818994,Ice Cream Shop
278,New Delhi,Connaught Place,28.6313827,77.2197924,HOTEL SARAVANA BHAVAN,28.632319466435003,77.21644531748599,South Indian Restaurant
279,New Delhi,Connaught Place,28.6313827,77.2197924,Jain Chawal Wale,28.631834864898494,77.21584643547395,Food Truck
280,New Delhi,Connaught Place,28.6313827,77.2197924,Pind Balluchi,28.630318339248806,77.21760032761195,North Indian Restaurant
281,New Delhi,Connaught Place,28.6313827,77.2197924,Ministry of Beer (MOB),28.63342,77.222337,Bar
282,New Delhi,Connaught Place,28.6313827,77.2197924,Chew,28.632001527203066,77.22270642208512,Asian Restaurant
283,New Delhi,Connaught Place,28.6313827,77.2197924,Nizam's Kathi Kabab | निजा़म काठी कबाब,28.634857957123064,77.21946245007211,Indian Restaurant
284,New Delhi,Connaught Place,28.6313827,77.2197924,Starbucks,28.630105705208507,77.22053962418308,Coffee Shop
285,New Delhi,Connaught Place,28.6313827,77.2197924,Unplugged,28.63434534341854,77.22139870930441,Lounge
286,New Delhi,Connaught Place,28.6313827,77.2197924,Immigrants Project - A Cafe in History,28.634055048338602,77.21886681496603,Café
287,New Delhi,Connaught Place,28.6313827,77.2197924,Barbeque Nation,28.63025338767433,77.22098501777461,BBQ Joint
288,New Delhi,Connaught Place,28.6313827,77.2197924,Berco's,28.63240704948879,77.2173230839724,Chinese Restaurant
289,New Delhi,Connaught Place,28.6313827,77.2197924,Tamasha,28.629663327072745,77.22183483476593,Gastropub
290,New Delhi,Connaught Place,28.6313827,77.2197924,Odeon Social,28.634414197963707,77.22093550978948,Café
291,New Delhi,Connaught Place,28.6313827,77.2197924,Lord of the drinks,28.631747627958458,77.2168956566553,Bar
292,New Delhi,Connaught Place,28.6313827,77.2197924,Burger King,28.632828449172408,77.22132551263886,Fast Food Restaurant
293,New Delhi,Connaught Place,28.6313827,77.2197924,The Beer Cafe,28.629138722281358,77.2196032154717,Beer Garden
294,New Delhi,Connaught Place,28.6313827,77.2197924,Costa Coffee,28.63173491632254,77.21840646471269,Café
295,New Delhi,Connaught Place,28.6313827,77.2197924,HOTEL SARAVANA BHAVAN,28.62704114687105,77.21951363035465,South Indian Restaurant
296,New Delhi,Connaught Place,28.6313827,77.2197924,Sagar Ratna,28.635487253836967,77.22064969494076,Indian Restaurant
297,New Delhi,Connaught Place,28.6313827,77.2197924,Mybar,28.63159614132705,77.21993347329604,Pub
298,New Delhi,Connaught Place,28.6313827,77.2197924,Janpath Street Market,28.628644953888774,77.21915874346587,Flea Market
299,New Delhi,Connaught Place,28.6313827,77.2197924,Cha Bar | चा बार,28.630920473614825,77.2221936228799,Tea Room
300,New Delhi,Connaught Place,28.6313827,77.2197924,Town House Cafe,28.63017533629391,77.22071408321648,Bar
301,New Delhi,Connaught Place,28.6313827,77.2197924,Route 04,28.63488981038038,77.22022508672842,Bar
302,New Delhi,Connaught Place,28.6313827,77.2197924,Panchayat Paan Parlour,28.634073264989183,77.22264498769991,Indian Restaurant
303,New Delhi,Connaught Place,28.6313827,77.2197924,Warehouse Cafe,28.63372638697029,77.22102407638606,Café
304,New Delhi,Connaught Place,28.6313827,77.2197924,Fresc Co,28.628415028106655,77.21954938989002,Italian Restaurant
305,New Delhi,Connaught Place,28.6313827,77.2197924,The Embassy,28.633590069941445,77.22122128391564,Bar
306,New Delhi,Connaught Place,28.6313827,77.2197924,Odeon Pan Shop,28.634233629735867,77.22079782501127,Food & Drink Shop
307,New Delhi,Connaught Place,28.6313827,77.2197924,Aqua,28.628809037571674,77.21563586358091,Lounge
308,New Delhi,Connaught Place,28.6313827,77.2197924,Anand Biryani House,28.62913638616433,77.22012996193826,Indian Restaurant
309,New Delhi,Connaught Place,28.6313827,77.2197924,Kwality Restaurant,28.629743645035568,77.21743130219578,Indian Restaurant
310,New Delhi,Connaught Place,28.6313827,77.2197924,"Zen Chinese, Connaught Place",28.633657822271832,77.21949493258369,Chinese Restaurant
311,New Delhi,Connaught Place,28.6313827,77.2197924,Smoke House Deli,28.633764,77.221405,Deli / Bodega
312,New Delhi,Connaught Place,28.6313827,77.2197924,Madras Coffee House (since 1935),28.63176562734097,77.21646960559119,Coffee Shop
313,New Delhi,Connaught Place,28.6313827,77.2197924,Veda Restaurant,28.635210214696645,77.21807926655758,Indian Restaurant
314,New Delhi,Connaught Place,28.6313827,77.2197924,McDonald's,28.632365736814616,77.21648256126124,Fast Food Restaurant
315,New Delhi,Connaught Place,28.6313827,77.2197924,Side Wok,28.632907157973833,77.21633720556096,Chinese Restaurant
316,New Delhi,Connaught Place,28.6313827,77.2197924,Nirula's,28.635506399668113,77.2206047835112,Dessert Shop
317,New Delhi,Connaught Place,28.6313827,77.2197924,Indian Coffee House,28.630755930400426,77.21605434631832,Café
318,New Delhi,Connaught Place,28.6313827,77.2197924,Monkey Bar,28.63151670186656,77.21629239593994,Pub
319,New Delhi,Connaught Place,28.6313827,77.2197924,Café Coffee Day,28.631054,77.21697834826568,Coffee Shop
320,New Delhi,Connaught Place,28.6313827,77.2197924,@Live,28.63547073465791,77.2208127573954,Jazz Club
321,New Delhi,Connaught Place,28.6313827,77.2197924,Radisson Blu Marina Hotel,28.633896819447788,77.21724092960358,Hotel
322,New Delhi,Connaught Place,28.6313827,77.2197924,Fa Yian,28.632793282499158,77.21718821209873,Chinese Restaurant
323,New Delhi,Connaught Place,28.6313827,77.2197924,FIRE,28.628737183341777,77.21649767623988,Indian Restaurant
324,New Delhi,Connaught Place,28.6313827,77.2197924,MIST,28.628720062553807,77.21629222049741,Italian Restaurant
325,New Delhi,Connaught Place,28.6313827,77.2197924,Gola Sizzlers,28.63518246137902,77.21985990076243,BBQ Joint
326,New Delhi,Connaught Place,28.6313827,77.2197924,Fitness first A block,28.63211673694598,77.21748575882688,Gym
327,New Delhi,Connaught Place,28.6313827,77.2197924,PVR Rivoli,28.63113875485524,77.2161835964603,Indie Movie Theater
328,New Delhi,Connaught Place,28.6313827,77.2197924,Khadi India,28.631575,77.21722,Clothing Store
329,New Delhi,Connaught Place,28.6313827,77.2197924,Madame Tussauds,28.6309368,77.2170305,Museum
330,New Delhi,Connaught Place,28.6313827,77.2197924,Lady Baga,28.631674,77.21623,Restaurant
331,New Delhi,Connaught Place,28.6313827,77.2197924,Fifty9,28.63380617562755,77.21719382619487,Restaurant
332,New Delhi,Connaught Place,28.6313827,77.2197924,SIDEWOK,28.63290564755596,77.21640223600714,Chinese Restaurant
333,New Delhi,Connaught Place,28.6313827,77.2197924,Hotel Alka,28.632440470314023,77.21597556108335,Hotel
334,New Delhi,Connaught Place,28.6313827,77.2197924,"Hira Sweets, CP",28.635157468979756,77.21998961294145,Diner
335,New Delhi,Connaught Place,28.6313827,77.2197924,The Darzi Bar & Kitchen,28.635185,77.219436,Multicuisine Indian Restaurant
336,New Delhi,Connaught Place,28.6313827,77.2197924,Pioneer's Flavour of China,28.6351857217094,77.21940279006958,Chinese Restaurant
337,New Delhi,Gautampuri,28.5115704,77.3026233,Kia - Jayanti Motors,28.509384,77.298736,New Auto Dealership
338,New Delhi,Gole Market,28.63371865,77.20562662098214,Kaleva,28.63329860331272,77.20848838202599,Snack Place
339,New Delhi,Gole Market,28.63371865,77.20562662098214,Hotel Metropolitan Delhi,28.63155782123568,77.20788695781451,Hotel
340,New Delhi,Gole Market,28.63371865,77.20562662098214,Sakura,28.631309565114773,77.20810381213869,Japanese Restaurant
341,New Delhi,Gole Market,28.63371865,77.20562662098214,Nirula Handicrafts Bazar,28.634153366088867,77.20630645751953,Fabric Shop
342,New Delhi,Gole Market,28.63371865,77.20562662098214,Nirula's,28.63370597807373,77.20598755963846,Fast Food Restaurant
343,New Delhi,Gole Market,28.63371865,77.20562662098214,Sarvam Safari,28.63202765487053,77.20744735388764,Indian Restaurant
344,New Delhi,Gole Market,28.63371865,77.20562662098214,Bangla Pastry Shop,28.633422028500565,77.20873869532988,Bakery
345,New Delhi,Gole Market,28.63371865,77.20562662098214,Chutney,28.631366836432466,77.20805372466756,Indian Restaurant
346,New Delhi,Gole Market,28.63371865,77.20562662098214,Bangla Sweet & Spice restaurant,28.633858,77.20947,Bengali Restaurant
347,New Delhi,Golf Links,28.5959698,77.2311628,Delhi Golf Club,28.599967912739192,77.2332883430093,Golf Course
348,New Delhi,INA Colony,28.577385,77.2125524,INA Metro Station,28.574082597586237,77.20929622650146,Train Station
349,New Delhi,INA Colony,28.577385,77.2125524,Jor bagh metro station,28.575217,77.210847,Light Rail Station
350,New Delhi,INA Colony,28.577385,77.2125524,Padma Bazaar,28.58131671228028,77.21214103181967,Antique Shop
351,New Delhi,INA Colony,28.577385,77.2125524,Kerala Hotel,28.574072854821548,77.20992893347261,Indian Restaurant
352,New Delhi,Khan Market,28.6001354,77.22649064087364,The Big Chill Cafe,28.60068629868818,77.22763621585838,Italian Restaurant
353,New Delhi,Khan Market,28.6001354,77.22649064087364,Khan Market | खान मार्केट (Khan Market),28.600342223094003,77.22692265405401,Market
354,New Delhi,Khan Market,28.6001354,77.22649064087364,SODABOTTLEOPENERWALA,28.600140869804918,77.22627303643019,Irani Cafe
355,New Delhi,Khan Market,28.6001354,77.22649064087364,Perch,28.599987403620787,77.22634986618046,Café
356,New Delhi,Khan Market,28.6001354,77.22649064087364,L'Opera,28.599784379249712,77.2261441150033,Café
357,New Delhi,Khan Market,28.6001354,77.22649064087364,"Perch, Wine And Coffee Bar",28.600058084355627,77.22640619862445,Coffee Shop
358,New Delhi,Khan Market,28.6001354,77.22649064087364,Smoke House Deli,28.599850091754014,77.22689969233812,French Restaurant
359,New Delhi,Khan Market,28.6001354,77.22649064087364,Khan Chacha,28.600618250461434,77.22723729363604,Indian Restaurant
360,New Delhi,Khan Market,28.6001354,77.22649064087364,Bahri Sons Booksellers,28.59997747433627,77.22713361782493,Bookstore
361,New Delhi,Khan Market,28.6001354,77.22649064087364,Public Affair,28.600030292398554,77.22647823218283,Lounge
362,New Delhi,Khan Market,28.6001354,77.22649064087364,Full Circle Bookstore,28.600199673438794,77.22719772178468,Bookstore
363,New Delhi,Khan Market,28.6001354,77.22649064087364,La Vie,28.600448608398438,77.2269515991211,Mediterranean Restaurant
364,New Delhi,Khan Market,28.6001354,77.22649064087364,Good Earth,28.599638365548476,77.22644773967532,Furniture / Home Store
365,New Delhi,Khan Market,28.6001354,77.22649064087364,Anokhi,28.60038050494869,77.22785872373171,Boutique
366,New Delhi,Khan Market,28.6001354,77.22649064087364,Starbucks,28.600893,77.227091,Coffee Shop
367,New Delhi,Khan Market,28.6001354,77.22649064087364,Yellow Brick Road,28.601884437159832,77.22929799913159,Restaurant
368,New Delhi,Khan Market,28.6001354,77.22649064087364,Wok In The Clouds,28.600501884081112,77.22722973943226,Indian Restaurant
369,New Delhi,Khan Market,28.6001354,77.22649064087364,Mamagoto,28.60046944516079,77.22727179033413,Chinese Restaurant
370,New Delhi,Khan Market,28.6001354,77.22649064087364,The Big Chill Cakery,28.599927633707107,77.22595258063774,Dessert Shop
371,New Delhi,Khan Market,28.6001354,77.22649064087364,Smokeys BBQ & Grill,28.600465001178822,77.22713597194173,BBQ Joint
372,New Delhi,Khan Market,28.6001354,77.22649064087364,The Blue Door Cafe,28.600067825914692,77.22658165186408,Café
373,New Delhi,Khan Market,28.6001354,77.22649064087364,Vivanta by Taj - Ambassador,28.60169028533303,77.22900832860101,Hotel
374,New Delhi,Khan Market,28.6001354,77.22649064087364,La Bodega,28.60027598302998,77.22765266060333,Mexican Restaurant
375,New Delhi,Khan Market,28.6001354,77.22649064087364,The Coffee Bean And Tea Leaf,28.600190716579885,77.22678658420796,Café
376,New Delhi,Khan Market,28.6001354,77.22649064087364,Harry's - Singapore's Favorite Bar,28.600157893479633,77.22687756232037,Bar
377,New Delhi,Khan Market,28.6001354,77.22649064087364,The Chatter House,28.600297741949557,77.22706055353349,Café
378,New Delhi,Khan Market,28.6001354,77.22649064087364,Cafe Turtle,28.60015919868491,77.22723799043102,Café
379,New Delhi,Khan Market,28.6001354,77.22649064087364,Choko La,28.600138794487933,77.22644666913693,Food
380,New Delhi,Khan Market,28.6001354,77.22649064087364,Town Hall,28.60018041926928,77.22695399681457,Asian Restaurant
381,New Delhi,Khan Market,28.6001354,77.22649064087364,Sidewok,28.600765667334848,77.22701344517577,Asian Restaurant
382,New Delhi,Khan Market,28.6001354,77.22649064087364,Yellow Brick Road,28.602009147159777,77.22911007967772,Coffee Shop
383,New Delhi,Khan Market,28.6001354,77.22649064087364,Boombox Cafe,28.59983612164406,77.22595710511034,Pub
384,New Delhi,Khan Market,28.6001354,77.22649064087364,McDonald's,28.600607925464374,77.22778777419222,Fast Food Restaurant
385,New Delhi,Khan Market,28.6001354,77.22649064087364,Latitude 28,28.59958791933262,77.2264117137863,Café
386,New Delhi,Khan Market,28.6001354,77.22649064087364,Barista,28.60056712573146,77.22767487857287,Coffee Shop
387,New Delhi,Khan Market,28.6001354,77.22649064087364,Subway,28.5995844497909,77.22618510662795,Sandwich Place
388,New Delhi,Khan Market,28.6001354,77.22649064087364,Out Of The Box,28.59976426966226,77.22611012100371,Bar
389,New Delhi,Khan Market,28.6001354,77.22649064087364,Cafe Coffee Day,28.59980834776502,77.22675299743563,Café
390,New Delhi,Khan Market,28.6001354,77.22649064087364,Barcelos,28.600379573312342,77.2270068585294,Portuguese Restaurant
391,New Delhi,Khan Market,28.6001354,77.22649064087364,Sidewok (With Liquor),28.599813959695307,77.22695633585137,Chinese Restaurant
392,New Delhi,Khan Market,28.6001354,77.22649064087364,The Kitchen,28.599850861853835,77.22638309121834,Eastern European Restaurant
393,New Delhi,Khan Market,28.6001354,77.22649064087364,China Fare,28.600161868466866,77.22750840621902,Chinese Restaurant
394,New Delhi,Khan Market,28.6001354,77.22649064087364,Larry's China,28.601760878492893,77.22919615380913,Chinese Restaurant
395,New Delhi,Khan Market,28.6001354,77.22649064087364,InSomnia,28.601612364203906,77.22939825000003,Bar
396,New Delhi,Laxmibai Nagar,28.5754186,77.2051091,Nagaland Stall,28.57307015,77.20652094808611,Restaurant
397,New Delhi,Laxmibai Nagar,28.5754186,77.2051091,Dilli Haat | दिल्ली हाट (Dilli Haat),28.573132169480406,77.20880977789854,Market
398,New Delhi,Laxmibai Nagar,28.5754186,77.2051091,INA Metro Station,28.574082597586237,77.20929622650146,Train Station
399,New Delhi,Laxmibai Nagar,28.5754186,77.2051091,Kerala Hotel,28.574072854821548,77.20992893347261,Indian Restaurant
400,New Delhi,Pragati Maidan,28.61684535,77.24534605191812,National Crafts Museum | राष्ट्रीय शिल्प संग्रहालय,28.613597975376898,77.24203920122947,Art Museum
401,New Delhi,Pragati Maidan,28.61684535,77.24534605191812,Costa Coffee,28.617320667850546,77.24580540655235,Coffee Shop
402,New Delhi,Pragati Maidan,28.61684535,77.24534605191812,Pragati Maidan Railway Station,28.615456,77.247226,Train Station
403,New Delhi,Pragati Maidan,28.61684535,77.24534605191812,"32nd India International Trade Fair, Pragati Maidan",28.619173255058847,77.24418331499595,Flea Market
404,New Delhi,Pragati Maidan,28.61684535,77.24534605191812,National Science Center,28.612950822223855,77.24569916725159,Museum
405,East Delhi,East Vinod Nagar,28.6227661,77.3075035,HDFC Bank ATM,28.6223733,77.3095909,ATM
406,East Delhi,East Vinod Nagar,28.6227661,77.3075035,IPL Cricket Satta,28.62195,77.309823,Sporting Goods Shop
407,East Delhi,East Vinod Nagar,28.6227661,77.3075035,packers5th.in,28.623630942373218,77.3112416267395,Moving Target
408,East Delhi,Gandhi Nagar,28.65572225,77.26881315341399,Jheel chowk,28.656600179970322,77.2726648898529,Burger Joint
409,East Delhi,Gandhi Nagar,28.65572225,77.26881315341399,Shimu,28.65951345901046,77.2672426700592,Clothing Store
410,East Delhi,Geeta Colony,28.64980715,77.27604869990085,Domino's Pizza,28.652,77.278,Pizza Place
411,East Delhi,Geeta Colony,28.64980715,77.27604869990085,f2 pastry shop,28.64860500173985,77.27898882709752,Dessert Shop
412,East Delhi,Geeta Colony,28.64980715,77.27604869990085,Super soda shop,28.64656066894531,77.27579498291016,Dessert Shop
413,East Delhi,Jhilmil Colony,28.6698142,77.3072827,Lalit Juice Wala,28.669652501808233,77.3070580517781,Juice Bar
414,East Delhi,Jhilmil Colony,28.6698142,77.3072827,Sutta Point,28.667508639126304,77.30356870042064,Asian Restaurant
415,East Delhi,Jhilmil Colony,28.6698142,77.3072827,Ginger Hotel,28.666544731054657,77.30429799468095,Hotel
416,East Delhi,Jhilmil Colony,28.6698142,77.3072827,"Khaaja Chowk, Ginger East",28.666533934550415,77.30393334811927,Indian Restaurant
417,East Delhi,Krishna Nagar,28.563701700000003,77.19340976494976,Shreyans inn,28.563386505535714,77.19072601787731,Hotel
418,East Delhi,Krishna Nagar,28.563701700000003,77.19340976494976,Scarlette,28.563148,77.190739,French Restaurant
419,East Delhi,Krishna Nagar,28.563701700000003,77.19340976494976,Colaba House,28.562977,77.19065,Hotel
420,East Delhi,Krishna Nagar,28.563701700000003,77.19340976494976,CCD B6 Market,28.56034958799349,77.19448824345363,Coffee Shop
421,East Delhi,Krishna Nagar,28.563701700000003,77.19340976494976,Hauz Khas District Park,28.560250706282797,77.1945331648288,Park
422,East Delhi,Laxmi Nagar,28.6305526,77.277575,V3S Mall,28.631342857167073,77.27839965479477,Shopping Mall
423,East Delhi,Laxmi Nagar,28.6305526,77.277575,Laxmi Nagar Metro Station,28.630596474545627,77.2782649864244,Train Station
424,East Delhi,Laxmi Nagar,28.6305526,77.277575,Laxmi Nagar Metro Station,28.630600489340658,77.2776814216999,Light Rail Station
425,East Delhi,Laxmi Nagar,28.6305526,77.277575,Barakhamba Rd. Food Street,28.631022023317197,77.28138476397557,Snack Place
426,East Delhi,Laxmi Nagar,28.6305526,77.277575,Curves gym,28.6276471825797,77.27979121890304,Gym
427,East Delhi,Laxmi Nagar,28.6305526,77.277575,egapy,28.6333561,77.27402959999995,Accessories Store
428,East Delhi,Laxmi Nagar,28.6305526,77.277575,Apple store,28.62654049969015,77.27563892230792,Mobile Phone Shop
429,East Delhi,Mayur Vihar,28.6133497,77.2955378,"Acharya Niketan, Mayur Vihar",28.61049986314962,77.29283632922824,Market
430,East Delhi,Mayur Vihar,28.6133497,77.2955378,Mansi Rana,28.609729620421742,77.2926378250122,Office
431,East Delhi,Pandav Nagar,28.6179549,77.2867473,Nazeer foods,28.617507380925005,77.28541715920655,Food & Drink Shop
432,East Delhi,Pandav Nagar,28.6179549,77.2867473,"Mother Dairy Crossing, Bus Stand",28.618193011616732,77.28473450466872,Bus Station
433,East Delhi,Pandav Nagar,28.6179549,77.2867473,Agarwal Sweets,28.617396465325932,77.2854190295153,Dessert Shop
434,East Delhi,Pandav Nagar,28.6179549,77.2867473,D Type Central Park,28.61751127256948,77.28540142837036,Park
435,East Delhi,Pandav Nagar,28.6179549,77.2867473,Traffic Jam at NH.24,28.61746735654221,77.28917823404606,Moving Target
436,East Delhi,Pandav Nagar,28.6179549,77.2867473,chawla's chicken corner,28.618381169181365,77.28305122985027,Restaurant
437,East Delhi,Pandav Nagar,28.6179549,77.2867473,Mother Dairy Ice Cream Corner,28.61835408795163,77.28304614490982,Dessert Shop
438,East Delhi,Pandav Nagar,28.6179549,77.2867473,Akshardham Metro Station,28.618361590214985,77.28305179091544,Metro Station
439,East Delhi,Pandav Nagar,28.6179549,77.2867473,Reliance Fresh,28.61831529611745,77.28300073123232,Convenience Store
440,East Delhi,Patparganj,28.6115923,77.2905644,cafe coffee day,28.607113104947718,77.29058053325974,Coffee Shop
441,East Delhi,Patparganj,28.6115923,77.2905644,Neelgiri south indian restaurant,28.6084325901048,77.29293731796545,Indian Restaurant
442,East Delhi,Patparganj,28.6115923,77.2905644,"Acharya Niketan, Mayur Vihar",28.61049986314962,77.29283632922824,Market
443,East Delhi,Patparganj,28.6115923,77.2905644,Green Leaf Restaurant,28.612065472508544,77.28783130645752,Indian Restaurant
444,East Delhi,Patparganj,28.6115923,77.2905644,"Reliance Fresh, Acharya Niketan",28.609029030500366,77.29110267566072,Department Store
445,East Delhi,Patparganj,28.6115923,77.2905644,Sagar Ratna,28.609001981231156,77.29247164695215,Indian Restaurant
446,East Delhi,Patparganj,28.6115923,77.2905644,Hot Joint,28.60758379465428,77.29015448534662,Food Truck
